class,before,after
MONEY,$HK million,million dollars
MONEY,MCRC,million costa rican colons
MONEY,£E,pounds
MONEY,million HKD,million hong kong dollars
MONEY,UAH   thousand,ukrainian hryvnias
MONEY,$Au,dollars
MONEY,LTL  billion,billion lithuanian litass
MONEY,CAD  million,million canadian dollars
MONEY,m USD,million united states dollars
MONEY,crores INR,crore indian rupees
MONEY,R$,million reals
MONEY,$NZ,dollars
MONEY,dollar,dollar
MONEY,billion PKR,billion pakistani rupees
MONEY,$NZ billion,billion dollars
MONEY,INR,indian rupees and paise
MONEY,¥ billion,fourbillion yen
MONEY,MOP million,million macanese patacas
MONEY,PGK,papua new guinean kinas
MONEY,trillion won,onetrillion won
MONEY,million HRK,million croatian kunas
MONEY,RD$M,million pesos
MONEY,m EUR,million euros
MONEY,m CHF,million swiss francs
MONEY,PKR  Billion,billion pakistani rupees
MONEY,HK$,million dollars
MONEY,AED trillion,trillion united arab emirates dirhams
MONEY,GHS,ghanaian cedis
MONEY,Yen,sil
MONEY,ZAR  Billion,billion south african rands
MONEY,SKK,million slovak korunas
MONEY,PAB,panamanian balboas
MONEY,NIO,cordoba centavos
MONEY,SGD million,million singapore dollars
MONEY,GBP billion,billion british pounds
MONEY,BRL Million,million brazilian reals
MONEY,KZT,kazakhstanige and tiin
MONEY,Rscrore,crore rupees
MONEY,million JPY,million japanese yen
MONEY,S$ Billion,billion dollars
MONEY,AOA,angolan kwanzas
MONEY,billion UAH,billion ukrainian hryvnias
MONEY,€ BILLION,billion euros
MONEY,AUD,sil
MONEY,PHP Million,million philippine pesos
MONEY,MOP$,pataca
MONEY,Rs  lacs,onelakh rupees
MONEY,$NZm,million dollars
MONEY,€  thousand,euros
MONEY,¥M,million yen
MONEY,KRW  Billion,billion korean won
MONEY,BRL,brazilian reals and centavos
MONEY,E£,pounds
MONEY,billion DM,billion german marks
MONEY,MXN,sil
MONEY,a$,dollars
MONEY,G$,dollar
MONEY,million BAM,million bosnia and herzegovina convertible marks
MONEY,LTL,lithuanian litass and centsas
MONEY,GBP  m,million british pounds
MONEY,Tk tn,trillion takas
MONEY,£tn,trillion pounds
MONEY,AU$ m,million dollars
MONEY,GBP  billion,billion british pounds
MONEY,TWST,trillion samoan talas
MONEY,RD$ billion,billion pesos
MONEY,IDR  billion,billion indonesian rupiahs
MONEY,KES,billion million kenyan shillings and cents
MONEY,NT$m,million dollars
MONEY,USDM,million united states dollars
MONEY,Million Yuan,million yuan
MONEY,INR lakhs,lakh indian rupees
MONEY,CNY billion,sevenbillion chinese yuan
MONEY,$Ab,billion dollars
MONEY,billion CHF,billion swiss francs
MONEY,Rsk,rupees
MONEY,Crore Rs,crore rupees
MONEY,m$,million dollars
MONEY,GNF,guinean francs
MONEY,CLP  billion,billion chilean pesos
MONEY,billion MYR,billion malaysian ringgit
MONEY,LVL  million,million latvian latss
MONEY,DKK million,million danish kroner
MONEY,LYD  million,million libyan dinars
MONEY,SAR billion,billion saudi riyals
MONEY,RS  Crores,crore rupees
MONEY,NT$ trillion,trillion dollars
MONEY,$ Billion,onebillion dollars
MONEY,Rs,rupees and paise
MONEY,B GBP,billion british pounds
MONEY,KES  billion,billion kenyan shillings
MONEY,NOK,norwegian kroner and ore
MONEY,HKDmillion,million hong kong dollars
MONEY,NPR  billion,billion nepalese rupees
MONEY,HK$,dollars and cents
MONEY,DEM M,million german marks
MONEY,Yen,million yen
MONEY,billion yen,fivebillion yen
MONEY,R$  thousand,reals
MONEY,G$,dollar and cents
MONEY,M$US,million dollars
MONEY,bn yen,billion yen
MONEY,A$b,billion dollars
MONEY,S$ m,million dollars
MONEY,S$million,million dollars
MONEY,million EGP,million egyptian pounds
MONEY,EUR  trillion,trillion euros
MONEY,NOK billion,billion norwegian kroner
MONEY,DKKbn,billion danish kroner
MONEY,$BILLION,billion dollars
MONEY,GBP Million,million british pounds
MONEY,CA$  million,million dollars
MONEY,JPY million,million japanese yen
MONEY,PTE  billion,billion portuguese escudos
MONEY,J$,dollars
MONEY,$T million,million pa
MONEY,AZN,azerbaijani manats and kopek
MONEY,MMK,myanma kyats
MONEY,$r,reals
MONEY,HUF billion,billion hungarian forints
MONEY,Billion Dollars,billion dollars
MONEY,MILS,million israeli new sheqels
MONEY,FRF,french francs
MONEY,ZAR,south african rands and cents
MONEY,Tk cr,sixcrore takas
MONEY,KRW,billion million korean won
MONEY,Rs  lacs,ninelakh rupees
MONEY,SKK,slovak korunas and haliers
MONEY,M dollars,million dollars
MONEY,AEDbn,billion united arab emirates dirhams
MONEY,NT$ Million,million dollars
MONEY,BRS,billion rupees
MONEY,M RS,million rupees
MONEY,Million CHF,million swiss francs
MONEY,RS  billion,billion rupees
MONEY,€k A,euros
MONEY,HKD million,million hong kong dollars
MONEY,billion MDL,billion moldovan leus
MONEY,TZS m,million tanzanian shillings
MONEY,TZS bn,billion tanzanian shillings
MONEY,$  MILLION,million dollars
MONEY,USD b,billion united states dollars
MONEY,million TWD,million new taiwan dollars
MONEY,million ILS,million israeli new sheqels
MONEY,tk,takas
MONEY,Tk bn,billion takas
MONEY,bn SEK,billion swedish kronor
MONEY,MSSP,million south sudanese pounds
MONEY,US$ Bn,billion dollars
MONEY,TMRO,trillion mauritanian ouguiyas
MONEY,CZK  thousand,czech korunas
MONEY,AUD million,million australian dollars
MONEY,billion tk,billion takas
MONEY,IEP,irish pennies
MONEY,MMCF,million monegasque francs
MONEY,QAR bn,billion qatari rials
MONEY,HKDb,billion hong kong dollars
MONEY,$ crore,crore dollars
MONEY,CZK bn,billion czech korunas
MONEY,TTD,trinidad and tobago dollars
MONEY,QAR  billion,billion qatari rials
MONEY,NZ$bn,onebillion dollars
MONEY,Lakhs USD,lakh united states dollars
MONEY,CHF k,swiss francs
MONEY,k HUF,hungarian forints
MONEY,PKR,pakistani paise
MONEY,THB,million thai bahts
MONEY,HK$ Million,million dollars
MONEY,Rscr,crore rupees
MONEY,AEDm,million united arab emirates dirhams
MONEY,INR bn,billion indian rupees
MONEY,UGX M,million ugandan shillings
MONEY,$NZbn,billion dollars
MONEY,S$,dollar
MONEY,MOP$,pataca and avos
MONEY,Trillion Yen,trillion yen
MONEY,MNOK,million norwegian kroner
MONEY,NT$,million dollars
MONEY,RD$,pesos and centavos
MONEY,NT$  billion,billion dollars
MONEY,billion $US,billion dollars
MONEY,AED  thousand,united arab emirates dirhams
MONEY,MKD,macedonian denars
MONEY,AUD,australian dollar
MONEY,RsCr,crore rupees
MONEY,INR  crore,eightcrore indian rupees
MONEY,ITL  billion,billion italian liras
MONEY,Trs,trillion rupees
MONEY,S$ Million,million dollars
MONEY,I/,sil
MONEY,ESP,million spanish pesetas
MONEY,million ISK,million icelandic kronur
MONEY,Trillion Yuan,trillion yuan
MONEY,Rs  Lakh,fivelakh rupees
MONEY,Billion INR,billion indian rupees
MONEY,Tyen,trillion yen
MONEY,Trillion Won,trillion won
MONEY,$B I,billion dollars
MONEY,M yen,million yen
MONEY,LAKM,million lao kips
MONEY,LBP  million,million lebanese pounds
MONEY,NOK   million,million norwegian kroner
MONEY,BILLION YEN,billion yen
MONEY,QAR,qatari rials
MONEY,AED  Million,million united arab emirates dirhams
MONEY,SAR  million,million saudi riyals
MONEY,thousand €,euros
MONEY,million$,million dollars
MONEY,¥  million,million yen
MONEY,NOK M,million norwegian kroner
MONEY,WON,won
MONEY,FJD,fiji dollars
MONEY,SEK  Million,million swedish kronor
MONEY,million AUD,million australian dollars
MONEY,bn US$,billion dollars
MONEY,FRF  million,million french francs
MONEY,BND,brunei dollars
MONEY,million UGX,million ugandan shillings
MONEY,SGD Million,million singapore dollars
MONEY,Rs  CR,crore rupees
MONEY,€ K,euros
MONEY,Million US$,million dollars
MONEY,Rs  Billion,billion rupees
MONEY,PHP  billion,twobillion philippine pesos
MONEY,m DM,million german marks
MONEY,million BRL,million brazilian reals
MONEY,USD M,million united states dollars
MONEY,CHF bn,billion swiss francs
MONEY,€ Trillion,trillion euros
MONEY,trillion USD,trillion united states dollars
MONEY,JOD  million,sil
MONEY,£Billion,billion pounds
MONEY,$us,dollar
MONEY,THB trillion,trillion thai bahts
MONEY,cr INR,crore indian rupees
MONEY,£ M,pounds
